project_id,substore,url,is_fork,is_archived,is_disabled,stars,watchers,size,open_issues,buggy_issues,all_issues,issues,forks,subscribers,language,lifetime,has_issues,has_downloads,has_wiki,has_pages,created,updated,pushed,default_branch,license,homepage,description,heads,commits,authors,committers,users,paths,snapshots,unique_files,original_files,impact,files,major_language,major_language_ratio,major_language_changes,all_forks_count,max_commit_delta,avg_commit_delta,first_commit,last_commit,is_abandoned,locs,duplicated_code,is_valid,max_experience,project_experience,authors_contributing_95%_commits,authors_contributing_80%_commits,authors_contributing_50%_commits,authors_contributing_95%_changes,authors_contributing_80%_changes,authors_contributing_50%_changes
623,Generic,https://github.com/madalin-antonoiu/victor-hugo.git,false,false,false,0,0,9678,21,,,,0,2,JavaScript,186474597,true,true,true,false,1564666461,1564666538,1654058266,"master","MIT License","","",22,197,46,17,47,99,216,38,0,38,99,Other,0.7505070993914807,370,0,15850824,8439073,186594184,119587,false,12917,0,true,35,9.365482233502538,36,12,4,24,9,4
624,Generic,https://github.com/madewithkoji/koji-phaser3-scaffold.git,false,false,false,1,1,11012,16,,,,2,5,JavaScript,185448495,true,true,true,false,1557779318,1613541671,1654049693,"master","","","",17,2242,670,35,673,972,4160,32,0,32,972,Other,0.5006695432227347,3365,3,22022697,738086,185297598,128175,false,11616,0,true,45,13.004460303300624,557,221,6,278,25,4
625,Generic,https://github.com/maggoten/jsonservercgivisitkort.git,false,false,false,0,0,9077,15,,,,0,1,JavaScript,258877446,true,true,true,false,1575774033,1575898288,1644696381,"master","MIT License","","dummy data for cgi visitkort",16,805,74,38,75,122,919,914,0,914,122,Other,0.4894162924951892,763,0,23539500,2045642,268358940,9481494,false,15740,0,true,35,14.419875776397516,33,1,1,16,1,1
626,Generic,https://github.com/mahy-hashem/otlobo-frontend.git,false,false,false,0,0,29372,17,,,,0,1,JavaScript,91385225,true,true,true,false,1562669759,1564316864,1654055191,"master","","","",19,200,5,4,6,133,330,324,0,324,133,JavaScript,0.5982978723404255,703,0,15580007,8311835,91507904,122679,false,13152,0,true,35,3.89,5,3,2,4,3,2
627,Generic,https://github.com/majelbstoat/snowflake-engineering.git,false,false,false,0,0,17710,1,,,,0,1,JavaScript,136164901,true,true,true,false,1582035431,1582039544,1644527902,"master","MIT License","","",2,567,51,27,52,147,590,5,0,5,147,Other,0.6785069235400362,1127,23,62488361,2905526,145814874,9649973,false,22432,0,true,35,12.232804232804233,23,6,3,17,6,3
628,Generic,https://github.com/manpreet4664/book-it.git,false,false,false,0,0,2881,17,,,,0,1,JavaScript,84819781,true,true,true,false,1568750923,1570754844,1644677949,"master","","","Book it is web application to provide day to day services to the people of Halifax.",24,132,8,8,9,182,334,333,0,333,182,JavaScript,0.6408227848101266,405,0,21609810,12554793,94319712,9499931,false,10536,0,true,35,5.886363636363637,7,5,2,5,2,1
629,Generic,https://github.com/mapplix/aaua.git,false,false,false,1,1,10009,13,,,,1,3,JavaScript,133787744,true,true,true,false,1588779309,1640626669,1654135187,"master","","","AAUA application",15,150,6,5,7,558,849,838,0,838,558,JavaScript,0.6109756097560975,1002,0,56076118,11101578,133830464,42720,false,38475,0,true,35,6.586666666666667,4,2,1,2,1,1
630,Generic,https://github.com/marc-firebrand/yellowcake.git,false,false,false,0,0,20600,1,,,,0,1,JavaScript,104948719,true,true,true,false,1581466390,1581470985,1644527651,"master","MIT License","","",2,278,17,12,18,139,247,5,0,5,139,Other,0.5041436464088398,365,9,63056676,5936923,114598946,9650227,false,25065,0,true,35,3.629496402877698,8,4,3,7,5,2
631,Generic,https://github.com/marcosdd/serverless-stack-client.git,false,false,false,0,0,1168,0,,,,0,1,JavaScript,99522452,true,true,true,false,1587904516,1588007992,1588008118,"master","MIT License","","",2,184,8,7,9,62,332,316,0,316,62,JavaScript,0.536067892503536,379,0,24807423,8677640,165692268,66169816,true,18323,0,true,35,8.201086956521738,4,1,1,2,1,1
632,Generic,https://github.com/margotguo/tw-homework-repo-front-end.git,false,false,false,4,4,39130,19,,,,0,1,JavaScript,69749502,true,true,true,true,1575032551,1631060021,1644782057,"master","","","",20,151,2,2,3,1588,567,558,0,558,1588,Other,0.6081974438078449,1380,0,23524316,10965214,79145367,9395865,false,25547,0,true,35,7.026490066225166,2,1,1,1,1,1
633,Generic,https://github.com/marie1881/foodapp2.git,false,false,false,0,0,7972,13,,,,0,1,JavaScript,191386965,true,true,true,false,1584007140,1584115197,1649481873,"master","","","",15,267,4,4,5,386,418,416,0,416,386,Other,0.7718940936863544,1516,0,57732099,6201060,196083000,4696035,false,156181,0,true,35,10.46816479400749,3,1,1,2,1,1
634,Generic,https://github.com/markw13a/gaelic-dictionary-app.git,false,false,false,1,1,11554,14,,,,1,2,JavaScript,85660269,true,true,true,false,1565528978,1609020203,1651189096,"master","","https://play.google.com/store/apps/details?id=com.faclairNaGaidhlig","An android Gaelic-English dictionary app. I have started this project as I feel that currently available dictionary apps are missing features that I consider important.",21,130,2,2,3,156,318,307,0,307,156,Other,0.48911465892597966,337,0,15626310,12799915,88649085,2988816,false,15679,0,true,35,9.346153846153847,2,1,1,1,1,1
635,Generic,https://github.com/marvinlara41/timestamp.git,false,false,false,2,2,4905,14,,,,2,2,JavaScript,71687978,true,true,true,false,1572817224,1623718678,1644505205,"master","","https://time-stamp.herokuapp.com/","TimeStamp is an employee based portal that allows employers to keep track of their employee's punch-in and punch-out times. Employee's are also able to keep track of their current insurance information, set up meetings, and post on a employee bulletin board.",20,112,7,5,8,441,524,498,9,519,441,JavaScript,0.4771519659936238,898,0,21838935,14815362,81360715,9672737,false,5900,0,true,35,5.928571428571429,6,4,2,4,3,2
636,Generic,https://github.com/marvinody/create-react-redux-app.git,false,false,false,1,1,4057,14,,,,1,0,JavaScript,91856844,true,true,true,false,1562258769,1617593820,1654067269,"master","","","create-react-app but with base redux stuff",16,41,3,3,4,16,50,44,0,44,16,Other,0.8484848484848485,56,0,12447512,41351682,91967521,110677,false,13127,0,true,35,20.926829268292682,2,2,1,2,2,1
637,Generic,https://github.com/masko-vl/sports_shop_fullstack.git,false,false,false,2,2,7753,21,,,,0,2,JavaScript,148984909,true,true,true,false,1590492049,1590592972,1651229456,"master","","","Creating a full-stack shop using React.js, Styled Components, Next.js, Apollo, GraphQL Yoga, Prisma and Jest & Enzyme ",22,295,32,22,33,829,1324,6,0,6,829,JavaScript,0.7111453914384882,1844,0,17635082,5616427,151933397,2948488,false,23456,0,true,35,9.966101694915254,17,2,1,3,2,1
638,Generic,https://github.com/masoudmanson/pod-chat-browser.git,false,false,false,1,1,23707,1,,,,1,0,JavaScript,127701373,true,true,true,false,1563773757,1654065277,1654065335,"master","MIT License","","Fanap's POD Chat Service Javascript SDK - Browser Only Version",3,643,4,4,5,172,1385,1370,0,1370,172,Other,0.5417156286721504,922,0,22933418,2576426,127813986,112613,false,99146,0,true,35,11.47900466562986,3,2,1,3,2,1
639,Generic,https://github.com/mat-burke/sunrise-spa.git,false,false,false,0,0,7346,1,,,,0,1,JavaScript,83405745,true,true,true,false,1584449590,1584449816,1609885216,"master","Apache License 2.0","","",2,912,10,8,12,1130,1358,1349,0,1349,1130,Other,0.6535022354694486,3508,0,27250652,1767163,127698505,44292760,true,64963,0,true,35,11.49780701754386,3,2,1,4,3,1
640,Generic,https://github.com/mateuszpuchalski/team-dashboard.git,false,false,false,0,0,18633,9,,,,0,1,JavaScript,81249108,true,true,true,false,1566984572,1613489438,1648234975,"Dashboard","","","",12,395,2,2,3,364,923,918,0,918,364,JavaScript,0.726897689768977,881,0,16008909,4183337,87192091,5942983,false,201692,0,true,35,12.524050632911392,1,1,1,1,1,1
641,Generic,https://github.com/matmar10/protractor-cucumber-slices.git,false,false,false,1,1,2298,15,,,,1,2,JavaScript,80845092,true,true,true,true,1565619799,1595739806,1645839715,"master","MIT License","","The easiest way to add cucumber BDD tests to an angular project.",16,113,4,3,5,45,200,199,0,199,45,Other,0.5434782608695652,175,0,14764713,14694997,89183359,8338267,false,13543,0,true,35,6.079646017699115,3,1,1,2,1,1
642,Generic,https://github.com/matt-basile-lambda-projects/react-insta-clone.git,false,false,false,0,0,6465,16,,,,0,1,JavaScript,149069024,true,true,true,false,1561725284,1561725306,1649473145,"master","","","",22,129,9,5,10,67,168,157,0,157,67,Other,0.4528301886792453,192,0,24799533,12886509,153773845,4704821,false,17759,0,true,35,6.077519379844961,6,5,3,6,4,2
643,Generic,https://github.com/matt-kukawski/cors-anywhere.git,false,false,false,0,0,274,3,,,,0,1,JavaScript,263275548,true,true,true,false,1586970187,1586970464,1620510195,"master","","","",4,121,9,9,10,29,187,187,0,187,29,JavaScript,0.5587044534412956,138,0,45943393,13504252,296942771,33667787,false,4749,0,true,35,5.661157024793388,4,2,1,4,2,1
644,Generic,https://github.com/mattiasw/exifreader.git,false,false,false,404,404,3685,6,,,,68,14,JavaScript,325712156,true,true,false,true,1325459120,1654057411,1651173487,"main","Mozilla Public License 2.0","","A JavaScript Exif info parser.",2,306,17,8,18,311,937,935,0,935,311,JavaScript,0.4939063502245029,770,0,48019336,5413684,328716665,3004509,false,22761,0,true,35,8.696078431372548,5,2,1,3,1,1
645,Generic,https://github.com/mattpeet/matt-peet-illustration.git,false,false,false,0,0,44018,1,,,,1,1,JavaScript,136160989,true,true,true,false,1573583139,1618492474,1644523991,"master","MIT License","","",2,712,51,28,52,216,647,71,0,71,216,Other,0.6512207274539114,1307,23,26031518,2312973,145814962,9653973,false,25134,0,true,35,8.844101123595506,20,9,4,18,8,4
646,Generic,https://github.com/maxiblanco/advanced-react-wb.git,false,false,false,0,0,5770,41,,,,0,1,JavaScript,148979776,true,true,true,false,1587830293,1587853728,1651224322,"master","","","",42,314,32,22,33,795,1351,32,0,32,795,JavaScript,0.7074303405572755,1828,6,17635082,5275477,151933464,2953688,false,59385,0,true,35,11.589171974522293,16,2,1,3,1,1
647,Generic,https://github.com/maxlath/wikibase-sdk.git,false,false,false,273,273,1551,9,,,,38,17,JavaScript,229449239,true,true,true,false,1423497255,1653872677,1651573796,"main","MIT License","","JS utils functions to query a Wikibase instance and simplify its results",6,799,12,10,13,241,1608,1608,0,1608,241,JavaScript,0.49293119698397736,1046,0,8642182,2069641,232053478,2604239,false,28499,0,true,16,15.559449311639549,1,1,1,1,1,1
648,Generic,https://github.com/mayunguo/oem-test.git,false,false,false,0,0,12451,4,,,,0,1,JavaScript,93715119,true,true,true,false,1563509786,1563510022,1644445011,"master","","","数据同步项目",5,126,4,4,5,823,870,796,0,796,823,Java,0.30437710437710436,452,0,50797214,13155560,103448132,9733013,false,258040,0,true,35,4.698412698412699,2,1,1,2,2,1
649,Generic,https://github.com/mdtngr/naad20.git,false,false,false,0,0,160576,3,,,,1,1,JavaScript,54056763,true,true,true,false,1582121840,1584947125,1620782068,"master","","","naad20",4,147,5,5,6,1925,1183,401,0,401,1925,Other,0.46733481811432814,1259,0,21385513,11101247,87452701,33395938,true,261051,0,true,35,5.557823129251701,2,2,1,2,2,1
650,Generic,https://github.com/mediacomem/comem-archioweb-tictactoe.git,false,false,false,0,0,2338,3,,,,2,4,JavaScript,78470718,true,true,true,false,1572800478,1634646195,1649706666,"main","","https://comem-archioweb-tictactoe.herokuapp.com/","An exercise to implement a real-time tic-tac-toe with WebSockets or the Web Application Messaging Protocol (WAMP).",6,145,3,3,4,105,414,410,0,410,105,Other,0.3477406679764244,354,0,26539552,11456296,82942073,4471355,false,22853,0,true,35,3.703448275862069,2,2,1,2,1,1
651,Generic,https://github.com/medicodigital/mason.git,false,false,false,0,0,17161,15,,,,0,0,JavaScript,119781214,true,true,true,false,1530006158,1591024286,1649462081,"master","MIT License","","",18,154,3,3,4,94,393,386,1,388,94,JavaScript,0.771255060728745,381,0,12393259,10780798,124497161,4715947,false,23545,0,true,35,8.61038961038961,3,1,1,2,1,1
652,Generic,https://github.com/megan-venetianer/travel-tracker.git,false,false,false,0,0,24942,23,,,,0,2,JavaScript,105649803,true,true,true,false,1582682846,1585336300,1654086994,"master","","","",31,130,5,3,6,42,215,173,1,175,42,JavaScript,0.48743718592964824,194,7,16448060,12822380,105740842,91039,false,10490,0,true,35,7.769230769230769,4,3,2,4,3,1
653,Generic,https://github.com/meganindya/creative-coding.git,false,false,false,0,0,6164,0,,,,1,1,JavaScript,42118597,true,true,true,false,1571262658,1613381267,1613381265,"main","MIT License","","A repository of some front-end web applications",1,146,1,2,2,112,135,131,0,131,112,Other,0.40460526315789475,123,0,12269786,11126767,82915375,40796778,true,728,0,true,5,5,1,1,1,1,1,1
654,Generic,https://github.com/membase/ns_server.git,false,false,false,57,57,79163,1,,,,28,28,JavaScript,263908462,true,true,true,false,1261125870,1583167780,1519144259,"master","Apache License 2.0","http://www.membase.org/","The Membase Server Superdupervisor.",40,13196,93,75,110,3406,23774,23748,9,23771,3406,Erlang,0.38965738578751036,41887,0,1970819,115130,398945661,135037199,true,414954,0,true,40,25.01841467111246,19,7,3,11,4,2
655,Generic,https://github.com/memewarsgame/blog.git,false,false,false,0,0,6316,0,,,,0,0,JavaScript,42123149,true,true,true,false,1550399415,1550486158,1550486156,"master","MIT License","","",1,290,30,18,31,143,354,8,0,8,143,Other,0.562037037037037,607,23,3112693,5365004,145815043,103691894,true,21915,0,true,26,5.789655172413793,17,5,2,12,4,2
656,Generic,https://github.com/meteor/meteor.git,false,false,false,42907,42907,114219,137,,,,5208,1614,JavaScript,332528110,true,true,true,false,1326938297,1654171143,1654112119,"devel","Other","https://meteor.com","Meteor, the JavaScript App Platform",1342,37518,830,367,834,10765,72792,72686,19,72740,10765,JavaScript,0.6526539627914356,213923,0,1537939,44090,332594882,66772,false,349784,0,true,47,22.673943173943172,85,22,8,38,16,5
657,Generic,https://github.com/mgm1313/devierdedimensie.nl.git,false,false,false,0,0,581787,44,,,,0,1,JavaScript,80018647,true,true,false,false,1577984637,1587020013,1654126683,"master","MIT License","https://devierdedimensie.nl","Memorial website for the celebration of the 120th anniversary of our student society KSV Sanctus Virgilius. Made with Gatsby, hosted on ZEIT Now.",45,79,4,2,5,275,180,168,1,170,275,Other,0.8668941979522184,508,0,12413558,21206752,80069960,51313,false,28631,0,true,35,20.40506329113924,3,2,1,3,2,1
658,Generic,https://github.com/miaolegefan/winshare-app.git,false,false,false,0,0,1270,19,,,,0,1,JavaScript,88225865,true,true,true,false,1565948342,1573007042,1654060643,"master","","","",24,123,4,4,5,147,480,473,0,473,147,JavaScript,0.7219193020719739,662,0,13667819,13557874,88343329,117464,false,23384,0,true,35,7.016260162601626,4,3,2,3,3,2
659,Generic,https://github.com/michaelyonkman/reciperoost.git,false,false,false,0,0,10833,16,,,,0,1,JavaScript,162796214,true,true,true,false,1588179421,1596208829,1649801999,"master","MIT License","","A recipe organization app!",19,361,29,15,30,89,600,205,0,205,89,JavaScript,0.5759717314487632,652,28,17279213,4582783,167172268,4376054,false,354587,0,true,35,5.950138504155125,15,6,3,13,4,2
660,Generic,https://github.com/michaliskout/meetup-app.git,false,false,false,0,0,971,18,,,,1,1,JavaScript,83984189,true,true,true,false,1570132305,1580938849,1654116496,"master","MIT License","","this is an assignment for creating a meetup-like web app. ",19,127,3,2,4,128,365,362,0,362,128,JavaScript,0.6215686274509804,317,0,26906189,13127909,84045820,61631,false,15564,0,true,35,7.535433070866142,2,1,1,2,1,1
661,Generic,https://github.com/microarea/ngx-auth.git,false,false,false,0,0,10390,0,,,,0,6,JavaScript,96887681,true,true,true,false,1557216462,1652862035,1654104153,"master","","","Libreria Angular per Login e Authorizations",2,166,11,12,12,129,1597,1596,1,1598,129,JavaScript,0.6307040417209909,1935,0,7954011,10024874,96961636,73955,false,12678,0,true,5,3.897590361445783,7,5,3,8,5,3
662,Generic,https://github.com/miguelusque/react-nanodegree.git,false,false,false,1,1,2082,25,,,,0,1,JavaScript,152555873,true,true,true,false,1581827550,1583363138,1651211319,"master","","https://www.udacity.com/course/react-nanodegree--nd019","Udacity's React Nanodegree",26,360,5,5,6,234,498,477,0,477,234,JavaScript,0.5525291828793775,710,0,61848635,4599474,155522676,2966803,false,35432,0,true,35,6.95,2,1,1,2,2,1
663,Generic,https://github.com/mikeratcliffe/acebug.git,false,false,false,29,29,13169,25,,,,9,2,JavaScript,82455177,true,true,true,false,1296466631,1486503736,1378923449,"master","","","Bring the power of Ace's Syntax Highlighting to Firebug",2,210,4,4,4,188,623,561,59,679,188,JavaScript,0.6219758064516129,617,0,15261342,6597720,357709865,275254688,true,73734,0,true,9,6.8238095238095235,2,2,1,2,2,1
664,Generic,https://github.com/mikulskee/changingroom.git,false,false,false,0,0,20460,18,,,,0,0,JavaScript,86193344,true,true,true,true,1567869409,1615462821,1654062781,"master","","https://mikulskee.github.io/ChangingRoom/","A simple shopping template ",20,120,3,3,4,441,430,425,0,425,441,Other,0.5559322033898305,492,0,12444390,13899687,86308698,115354,false,16568,0,true,35,9.133333333333333,3,2,1,1,1,1
665,Generic,https://github.com/mimitch2/advancedreact.git,false,false,false,0,0,5843,35,,,,0,2,JavaScript,148956907,true,true,true,false,1575738635,1575739743,1651201453,"master","","","",36,293,30,21,31,803,1336,15,0,15,803,JavaScript,0.7037750385208013,1827,6,21271616,5654799,151933601,2976694,false,59253,0,true,35,10.737201365187714,15,2,1,3,1,1
666,Generic,https://github.com/mindfulhands/mindfulhands-web.git,false,false,false,0,0,535,1,,,,0,2,JavaScript,153741052,true,true,true,false,1564766486,1564766600,1639011999,"master","MIT License","","Main Website Repository",2,122,14,4,15,47,193,193,0,193,47,Other,0.6231884057971014,172,0,74245429,13545554,168907206,15166154,false,7340,0,true,35,9.959016393442623,7,3,1,6,3,1
667,Generic,https://github.com/mishayelysieiev/wook-final-project.git,false,false,false,0,0,5061,20,,,,0,2,JavaScript,89124243,true,true,true,false,1564914242,1569998528,1654058729,"master","","","",52,285,12,11,13,133,310,303,0,303,133,Other,0.5055110220440882,1009,0,15859596,5824150,89243669,119426,false,15092,0,true,35,4.105263157894737,10,8,4,9,6,3
668,Generic,https://github.com/misrn/lsas.git,false,false,false,2,2,4206,0,,,,1,2,JavaScript,69567133,true,true,true,false,1521086617,1590653985,1590653982,"master","","","基于Python Flask 框架实现的一个简单Devops",1,113,3,4,4,183,402,385,0,385,183,Python,0.421875,243,0,46139114,14202268,133091334,63524201,true,21842,0,true,3,2.9292035398230087,1,1,1,1,1,1
669,Generic,https://github.com/misterio77/trabalho-idw.git,false,true,false,1,1,5168,12,,,,0,0,JavaScript,41647071,true,true,true,false,1568222250,1639613786,1609869324,"master","GNU General Public License v3.0","","Projeto da disciplina Introdução ao Desenvolvimento Web",11,101,4,4,5,128,175,172,0,172,128,Other,0.5555555555555556,220,0,6814809,16098693,85955907,44308836,true,14769,0,true,35,6.8316831683168315,3,2,1,2,1,1
670,Generic,https://github.com/mistycommunity/javascript-sdk.git,false,false,false,29,29,32573,3,,,,39,15,JavaScript,92942911,true,true,true,false,1518992494,1653063580,1612048451,"master","","https://community.mistyrobotics.com/","Sample code, tutorials, and other resources for working with the Misty II JavaScript SDK.",8,177,13,8,14,542,276,276,0,276,542,Other,0.6215698787492023,974,0,23140471,9158724,135185677,42242766,true,6331,0,true,8,5.570621468926554,8,3,1,4,1,1
671,Generic,https://github.com/mittariq/atom.git,false,false,false,0,0,271264,24,,,,0,1,JavaScript,337485418,true,true,true,false,1582368739,1582372369,1651212539,"master","MIT License","","",149,39350,579,507,588,12713,57142,1885,0,1885,12713,CoffeeScript,0.42379394842233664,78518,0,13481682,41963,340450922,2965504,false,203071,0,true,49,26.875501905972047,59,17,4,45,19,5
672,Generic,https://github.com/miudit/gatsby-starter-netlify-cms.git,false,false,false,0,0,48842,1,,,,0,1,JavaScript,136167083,true,true,true,false,1586315184,1637566333,1644530084,"master","MIT License","","",2,638,52,28,53,243,663,76,1,79,243,Other,0.6724775488642366,1273,23,12013428,2581680,145815145,9648062,false,4484,0,true,35,12.056426332288401,22,6,3,16,6,3
673,Generic,https://github.com/miwks/mmiw.git,false,false,false,1,1,45718,11,,,,0,1,JavaScript,251523689,true,true,true,false,1571333848,1590791641,1644681443,"master","MIT License","","",17,4996,149,106,150,7224,11935,11928,0,11928,7224,Other,0.5045283487035276,48800,0,16229824,329266,261020485,9496796,false,305093,0,true,42,37.779223378702966,19,1,1,1,1,1
674,Generic,https://github.com/mjakeirwin/employee-engagement.git,false,false,false,0,0,18150,15,,,,1,1,JavaScript,131184614,true,true,true,false,1574202890,1574203066,1651199926,"master","Apache License 2.0","","",16,161,11,7,13,2145,8110,8110,0,8110,2145,Other,0.9782209559987338,15451,0,29247483,10320000,134162956,2978342,false,17795,0,true,35,7.285714285714286,6,3,1,1,1,1
675,Generic,https://github.com/mjhcodes/podguild.git,false,false,false,0,0,1407,30,,,,0,2,JavaScript,78115328,true,true,true,false,1575963768,1588971350,1654078835,"master","","https://podguild.herokuapp.com/","Platform to connect podcast hosts and guests. Created with MongoDB, Express, React & Node.",32,134,3,2,4,104,337,326,0,326,104,JavaScript,0.7209302325581395,279,0,12265455,12436683,78226051,110723,false,22781,0,true,35,10.134328358208956,2,2,1,2,1,1
676,Generic,https://github.com/mjpcasey/pubjs.git,false,false,false,0,0,3704,0,,,,0,2,JavaScript,32306532,true,true,true,false,1585195395,1585195963,1585195921,"master","","","mvvm, sea.js, component",1,455,9,9,9,450,514,512,0,512,450,Other,0.5088587806149036,1953,0,9598786,3133487,263881706,231575174,true,128688,0,true,5,4.536263736263736,6,4,2,6,3,2
677,Generic,https://github.com/mkjuan/techtalent2020.git,false,false,false,0,0,4102,20,,,,0,1,JavaScript,162796058,true,true,true,false,1583557303,1583557399,1649801843,"master","MIT License","","NYC Tech Talent Winter 2020 for Spotify - Simple Stock Platform",21,289,28,15,29,70,417,5,0,5,70,JavaScript,0.5384615384615384,455,28,21636090,5728479,167172493,4376435,false,11960,0,true,35,7.006920415224913,16,6,2,15,4,2
678,Generic,https://github.com/mneedham/hugo-blog.git,false,false,false,0,0,87348,21,,,,0,1,JavaScript,132755385,true,true,true,false,1521321989,1639154122,1654077320,"master","","","",22,262,3,3,4,5252,40,33,0,33,5252,Other,0.9957165804033553,5579,0,5437380,6337461,132856310,100925,false,1109,0,true,35,10.465648854961833,3,2,1,2,2,1
679,Generic,https://github.com/mngyuan/personal-site-2015.git,false,false,false,0,0,206059,10,,,,0,2,JavaScript,214402415,true,true,true,false,1581628138,1601158966,1654085279,"console","","","personal site with a working console and filesystem, kevinmlee.io 2015-2017",11,160,2,2,3,35903,14655,4938,62,5063,35903,JavaScript,0.5717423620509863,25769,0,97244238,10403052,214495368,92953,false,1348531,0,true,35,10.85,2,1,1,1,1,1
680,Generic,https://github.com/mohamedtwice/starttoday.git,false,false,false,0,0,20322,1,,,,0,1,JavaScript,104950302,true,true,true,false,1583856461,1583856704,1644529233,"master","MIT License","","",2,275,16,11,17,139,244,1,0,1,139,Other,0.5,357,9,61223957,6001932,114599347,9649045,false,25993,0,true,35,3.658181818181818,7,4,3,6,4,2
681,Generic,https://github.com/mohamilr/maintenance-tracker.git,false,false,false,0,0,1197,11,,,,0,1,JavaScript,84017667,true,true,true,true,1560658406,1601322302,1644676075,"master","MIT License","https://fix-it-tracker.herokuapp.com/","Maintenance Tracker App is an application that provides users with the ability to reach out to operations or repairs department regarding repair or maintenance requests and monitor the status of their request.",67,329,4,3,5,145,472,465,0,465,145,JavaScript,0.3535168195718654,578,0,19213853,5014256,93519906,9502239,false,10604,0,true,35,3.911854103343465,3,2,2,3,2,2
682,Generic,https://github.com/moloni73/mapsapikeyej.git,false,false,false,0,0,8853,28,,,,0,2,JavaScript,235743814,true,true,true,false,1574967049,1574967488,1649806315,"master","MIT License","","",29,965,73,19,75,709,2240,2238,0,2238,709,JavaScript,0.6806393244873341,2257,0,59851774,1711417,240056234,4372008,false,71363,0,true,35,15.744041450777202,24,1,1,5,1,1
683,Generic,https://github.com/monkemedia/trolifystorefrontdemo.git,false,false,false,0,0,2393,23,,,,0,1,JavaScript,88677014,true,true,true,false,1565383922,1595787506,1654063410,"master","","","",26,120,2,2,3,177,292,291,0,291,177,Other,0.6463620981387479,382,0,15568784,13899693,88791928,114914,false,24950,0,true,35,9.133333333333333,2,1,1,1,1,1
684,Generic,https://github.com/monmanuela/rona-v2.git,false,false,false,0,0,11606,0,,,,0,1,JavaScript,92864989,true,true,true,false,1585300639,1585560537,1585560535,"master","MIT License","","",1,367,20,13,21,532,1162,94,1066,2226,532,JavaScript,0.5116177115300307,1167,1,14947120,4332133,161482797,68617808,true,22802,0,true,35,8.024523160762943,7,1,1,3,2,1
685,Generic,https://github.com/mosa1/skeleton.git,false,false,false,0,0,2795,0,,,,0,1,JavaScript,93992527,true,true,true,false,1565701341,1640000251,1642769469,"master","","","Automatic Laravel Engine",1,162,3,4,4,1271,753,592,141,874,1271,JavaScript,0.44493392070484583,1111,0,47162067,10203537,105401388,11408861,false,44746,0,true,9,8.45679012345679,2,1,1,1,1,1
686,Generic,https://github.com/mosmaall/todo-web.git,false,false,false,0,0,3730,17,,,,0,1,JavaScript,91451334,true,true,true,true,1562603831,1563211081,1654055155,"master","","https://mosmaall.github.io/todo-web/","A todo web using react.",19,112,3,3,4,138,281,265,0,265,138,JavaScript,0.5726256983240223,205,0,15580219,14901398,91574514,123180,false,16611,0,true,35,6.910714285714286,3,2,1,2,2,1
687,Generic,https://github.com/motivationsbanner/card-game.git,false,false,false,2,2,1359,0,,,,0,5,JavaScript,185586437,true,true,true,false,1464713121,1644397938,1644435413,"master","","https://card-game-dev.herokuapp.com","a simple card game written in javascript",1,276,7,8,8,671,866,720,5,730,671,JavaScript,0.6524064171122995,1098,0,142669336,5979765,195329361,9742924,false,5076,0,true,3,1.9818840579710144,4,3,2,4,2,2
688,Generic,https://github.com/mozilla/webxr-polyfill.git,false,false,false,244,244,47225,31,,,,74,44,JavaScript,53884467,true,true,false,false,1504572984,1646585464,1614349390,"master","Mozilla Public License 2.0","","A polyfill and example code for building augmented reality (AR) and virtual reality (VR) applications using WebXR.",14,322,16,15,18,315,818,816,1,818,315,JavaScript,0.5417708854427213,1083,0,10465771,4855008,149605353,95720886,true,80799,0,true,8,5.319875776397516,7,4,2,6,4,2
689,Generic,https://github.com/mozillareality/unity-webxr-export.git,false,false,false,536,536,451814,113,,,,116,53,JavaScript,88271124,true,true,true,true,1503439570,1653985278,1600864150,"master","Apache License 2.0","https://mixedreality.mozilla.org/unity-webxr-export/Build/","Assets for creating WebXR-enabled Unity3D projects.",4,511,14,14,15,567,430,429,0,429,567,Other,0.7082876962395035,1940,0,27377794,3121015,150731681,62460557,true,3197,0,true,10,6.729941291585127,7,5,2,6,4,2
690,Generic,https://github.com/mpatellis/cop-4331-large-project.git,false,false,false,2,2,3074,28,,,,1,1,JavaScript,83077654,true,true,true,false,1570990401,1611068796,1654068056,"master","","","",33,132,7,5,8,262,402,378,0,378,262,JavaScript,0.5677867902665121,490,0,9959296,12626474,83187938,110284,false,18305,0,true,35,8.969696969696969,4,3,2,4,3,2
691,Generic,https://github.com/mrgmacandog/gravel.git,false,false,false,1,1,27511,33,,,,3,0,JavaScript,85969079,true,true,true,false,1563505404,1565312558,1649474528,"master","","https://gravel-app.herokuapp.com/","",24,276,7,5,8,88,487,477,8,496,88,JavaScript,0.7740825688073395,1350,0,13978682,5998089,90672893,4703814,false,24765,0,true,35,2.9347826086956523,6,4,2,5,4,2
692,Generic,https://github.com/mrkrstphr/budgetary.git,false,false,false,0,0,6149,12,,,,0,0,JavaScript,100418827,true,true,false,false,1544983191,1636061874,1644801467,"master","MIT License","","Visualize your spending habits",7,133,2,2,3,424,916,894,0,894,424,JavaScript,0.872865275142315,920,0,19336242,12460617,109795710,9376883,false,60845,0,true,35,9.827067669172932,2,1,1,1,1,1
