project_id,year,chain_length,frequency
745567,2012,5,42
745567,2012,6,13
745567,2012,7,1
745567,2013,1,29983
745567,2013,2,1323
745567,2013,3,164
745567,2013,4,103
745567,2013,5,58
745567,2013,6,19
745567,2013,7,2
745567,2014,1,34439
745567,2014,2,1709
745567,2014,3,208
745567,2014,4,111
745567,2014,5,61
745567,2014,6,14
745567,2014,7,6
745604,2011,1,12676
745604,2011,2,754
745604,2011,3,67
745604,2011,4,12
745604,2011,5,9
745604,2011,6,1
745604,2011,7,2
745604,2012,1,12705
745604,2012,2,755
745604,2012,3,67
745604,2012,4,12
745604,2012,5,9
745604,2012,6,1
745604,2012,7,2
745604,2013,1,17694
745604,2013,2,943
745604,2013,3,182
745604,2013,4,27
745604,2013,5,17
745604,2013,6,13
745604,2013,7,8
745604,2014,1,19317
745604,2014,2,1032
745604,2014,3,244
745604,2014,4,31
745604,2014,5,19
745604,2014,6,17
745604,2014,7,8
745604,2015,1,19373
745604,2015,2,1033
745604,2015,3,246
745604,2015,4,31
745604,2015,5,19
745604,2015,6,17
745604,2015,7,8
745604,2016,1,20628
745604,2016,2,1087
745604,2016,3,291
745604,2016,4,38
745604,2016,5,22
745604,2016,6,21
745604,2016,7,10
745604,2017,1,20629
745604,2017,2,1087
745604,2017,3,291
745604,2017,4,38
745604,2017,5,22
745604,2017,6,21
745604,2017,7,10
745663,2010,1,567
745663,2010,2,36
745663,2010,3,2
745663,2010,4,1
745663,2010,5,2
745663,2011,1,2292
745663,2011,2,178
745663,2011,3,78
745663,2012,1,2460
745663,2012,2,153
745663,2012,3,44
745663,2014,1,2488
745663,2014,2,153
745663,2014,3,44
745672,2001,1,3186
745672,2001,2,174
745672,2001,3,11
745672,2002,1,4964
745672,2002,2,276
745672,2002,3,30
745672,2002,4,1
745672,2003,1,5158
745672,2003,2,306
745672,2003,3,30
745672,2003,4,1
745672,2004,1,6468
745672,2004,2,437
745672,2004,3,46
745672,2004,4,8
745672,2005,1,9197
745672,2005,2,510
745672,2005,3,53
745672,2005,4,15
745672,2006,1,9310
745672,2006,2,569
745672,2006,3,80
745672,2006,4,16
745672,2006,5,2
745672,2007,1,10156
745672,2007,2,608
745672,2007,3,88
745672,2007,4,18
745672,2007,5,5
745672,2007,7,1
745672,2007,9,1
745672,2008,1,10488
745672,2008,2,681
745672,2008,3,97
745672,2008,4,19
745672,2008,5,7
745672,2008,7,1
745672,2008,9,2
745672,2009,1,10975
745672,2009,2,736
745672,2009,3,102
745672,2009,4,19
745672,2009,5,7
745672,2009,7,1
745672,2009,9,2
745672,2010,1,11047
745672,2010,2,734
745672,2010,3,101
745672,2010,4,19
745672,2010,5,7
745672,2010,7,1
745672,2010,9,2
745672,2011,1,11056
745672,2011,2,734
745672,2011,3,101
745672,2011,4,19
745672,2011,5,7
745672,2011,7,1
745672,2011,9,2
745672,2012,1,11057
745672,2012,2,745
745672,2012,3,101
745672,2012,4,19
745672,2012,5,7
745672,2012,7,1
745672,2012,9,2
745672,2013,1,11078
745672,2013,2,741
745672,2013,3,101
745672,2013,4,19
745672,2013,5,7
745672,2013,7,1
745672,2013,9,2
745672,2014,1,11092
745672,2014,2,754
745672,2014,3,101
745672,2014,4,19
745672,2014,5,7
745672,2014,7,1
745672,2014,9,2
745672,2015,1,11193
745672,2015,2,758
745672,2015,3,101
745672,2015,4,19
745672,2015,5,7
745672,2015,7,1
745672,2015,9,2
745672,2016,1,11205
745672,2016,2,780
745672,2016,3,101
745672,2016,4,19
745672,2016,5,7
745672,2016,7,1
745672,2016,9,2
745672,2017,1,11207
745672,2017,2,780
745672,2017,3,101
745672,2017,4,19
745672,2017,5,7
745672,2017,7,1
745672,2017,9,2
745672,2018,1,11207
745672,2018,2,780
745672,2018,3,101
745672,2018,4,19
745672,2018,5,7
745672,2018,7,1
745672,2018,9,2
745672,2019,1,9353
745672,2019,2,572
745672,2019,3,69
745672,2019,4,16
745672,2019,5,2
745672,2021,1,11207
745672,2021,2,780
745672,2021,3,101
745672,2021,4,19
745672,2021,5,7
745672,2021,7,1
745672,2021,9,2
745722,2011,1,107
745722,2011,2,11
745722,2012,1,302
745722,2012,2,34
745722,2012,3,1
745722,2013,1,448
745722,2013,2,48
745722,2013,3,2
745722,2014,1,584
745722,2014,2,56
745722,2014,3,2
745722,2015,1,893
745722,2015,2,72
745722,2015,3,2
745722,2016,1,1306
745722,2016,2,83
745722,2016,3,2
745722,2017,1,1569
745722,2017,2,91
745722,2017,3,2
745722,2018,1,1984
745722,2018,2,110
745722,2018,3,2
745722,2019,1,3539
745722,2019,2,180
745722,2019,3,10
745722,2019,4,25
745722,2020,1,3703
745722,2020,2,206
745722,2020,3,15
745722,2020,4,25
745722,2021,1,3702
745722,2021,2,206
745722,2021,3,15
745722,2021,4,25
745725,2010,1,674
745725,2010,2,5
745725,2010,3,2
745725,2011,1,1358
745725,2011,2,31
745725,2011,3,2
745725,2011,4,1
745725,2012,1,2028
745725,2012,2,45
745725,2012,3,6
745725,2013,1,2526
745725,2013,2,53
745725,2013,3,4
745725,2014,1,2190
745725,2014,2,49
745725,2014,3,4
745725,2015,1,2201
745725,2015,2,53
745725,2015,3,4
745785,2003,1,288
745785,2003,2,10
745785,2004,1,302
745785,2004,2,11
745785,2004,3,2
745785,2005,1,302
745785,2005,2,11
745785,2005,3,2
745785,2006,1,463
745785,2006,2,13
745785,2006,3,4
745785,2007,1,566
745785,2007,2,30
745785,2007,3,11
745785,2008,1,579
745785,2008,2,30
745785,2008,3,12
745785,2008,9,1
745785,2009,1,634
745785,2009,2,37
745785,2009,3,15
745785,2010,1,576
745785,2010,2,30
745785,2010,3,11
745785,2011,1,673
745785,2011,2,39
745785,2011,3,11
745785,2012,1,673
745785,2012,2,38
745785,2012,3,11
745785,2013,1,715
745785,2013,2,41
745785,2013,3,11
745785,2014,1,766
745785,2014,2,42
745785,2014,3,11
745785,2015,1,770
745785,2015,2,42
745785,2015,3,11
745785,2016,1,775
745785,2016,2,42
745785,2016,3,11
745785,2017,1,779
745785,2017,2,43
745785,2017,3,9
745785,2019,1,576
745785,2019,2,30
745785,2019,3,11
745786,2011,1,3325
745786,2011,2,144
745786,2011,3,16
745786,2011,4,1
745786,2011,5,1
745786,2011,6,4
745786,2011,8,2
745786,2011,9,1
745786,2012,1,4336
745786,2012,2,361
745786,2012,3,106
745786,2012,4,37
745786,2012,5,40
745786,2012,6,4
745786,2012,7,1
745786,2012,8,4
745786,2012,9,6
745786,2012,10,4
745786,2012,11,4
745786,2012,14,1
745786,2013,1,4193
745786,2013,2,322
745786,2013,3,117
745786,2013,4,45
745786,2013,5,39
745786,2013,6,3
745786,2013,7,1
745786,2013,8,7
745786,2013,9,3
745786,2013,10,4
745786,2013,11,4
745786,2013,14,1
745788,2012,1,1793
745788,2012,2,108
745788,2012,3,34
745788,2012,4,13
745788,2012,5,1
745788,2013,1,1793
745788,2013,2,108
745788,2013,3,34
745788,2013,4,13
745788,2013,5,1
745788,2015,1,1791
745788,2015,2,108
745788,2015,3,34
745788,2015,4,13
745788,2015,5,1
745788,2018,1,1796
745788,2018,2,109
745788,2018,3,34
745788,2018,4,13
745788,2018,5,1
745788,2019,1,1796
745788,2019,2,109
745788,2019,3,34
745788,2019,4,13
745788,2019,5,1
745794,2012,1,1268
745794,2012,2,8
745794,2012,3,3
745794,2012,5,1
745794,2013,1,1682
745794,2013,2,149
745794,2013,3,3
745794,2013,5,1
745794,2014,1,1719
745794,2014,2,151
745794,2014,3,3
745794,2014,5,1
745794,2015,1,1721
745794,2015,2,151
745794,2015,3,3
745794,2015,5,1
745794,2016,1,1722
745794,2016,2,153
745794,2016,3,3
745794,2016,5,1
745796,2008,1,461
745796,2008,2,48
745796,2008,3,5
745796,2009,1,609
745796,2009,2,49
745796,2009,3,7
745796,2009,4,5
745796,2010,1,677
745796,2010,2,57
745796,2010,3,7
745796,2010,4,5
745796,2011,1,762
745796,2011,2,57
745796,2011,3,7
745796,2011,4,5
745796,2012,1,789
745796,2012,2,63
745796,2012,3,7
745796,2012,4,5
745796,2013,1,799
745796,2013,2,63
745796,2013,3,7
745796,2013,4,5
745796,2014,1,4
745796,2015,1,828
745796,2015,2,65
745796,2015,3,7
745796,2015,4,5
745796,2016,1,828
745796,2016,2,65
745796,2016,3,7
745796,2016,4,5
745796,2017,1,912
745796,2017,2,91
745796,2017,3,7
745796,2017,4,5
745796,2018,1,942
745796,2018,2,106
745796,2018,3,8
745796,2018,4,6
745796,2019,1,1039
745796,2019,2,130
745796,2019,3,8
745796,2019,4,6
745796,2020,1,1252
745796,2020,2,145
745796,2020,3,31
745796,2020,4,1
745796,2021,1,1256
745796,2021,2,145
745796,2021,3,31
745796,2021,4,1
745862,2011,1,197
745862,2011,2,13
745862,2011,3,2
745862,2012,1,197
745862,2012,2,13
745862,2012,3,2
745862,2013,1,197
745862,2013,2,13
745862,2013,3,2
745948,2007,1,2809
745948,2007,2,266
745948,2007,3,9
745948,2007,4,1
745948,2008,1,2843
745948,2008,2,270
745948,2008,3,9
745948,2008,4,1
745948,2009,1,6111
745948,2009,2,513
745948,2009,3,36
745948,2009,4,19
745948,2009,5,20
745948,2020,1,6111
745948,2020,2,513
745948,2020,3,36
745948,2020,4,19
745948,2020,5,20
745961,2011,1,194
745961,2011,2,21
745961,2013,1,210
745961,2013,2,19
745961,2014,1,228
745961,2014,2,23
745961,2015,1,232
745961,2015,2,23
745961,2016,1,233
745961,2016,2,23
745961,2017,1,233
745961,2017,2,23
745995,2011,1,10
745995,2012,1,10
745995,2020,1,10
746044,2011,1,63
746044,2012,1,64
746044,2013,1,64
746126,2010,1,84
746126,2010,2,26
746126,2010,3,5
746126,2010,4,1
746126,2011,1,129
746126,2011,2,27
746126,2011,3,5
746126,2011,4,1
746126,2012,1,129
746126,2012,2,27
746126,2012,3,5
746126,2012,4,1
746126,2013,1,133
746126,2013,2,46
746126,2013,3,7
746126,2013,4,1
746126,2016,1,129
746126,2016,2,27
746126,2016,3,5
746126,2016,4,1
746221,2012,1,5307
746221,2012,2,223
746221,2012,3,39
746221,2012,4,3
746221,2012,5,1
746221,2012,6,1
746221,2012,15,1
746221,2013,1,7634
746221,2013,2,261
746221,2013,3,52
746221,2013,4,3
746221,2013,5,1
746221,2013,6,1
746221,2013,23,1
746221,2014,1,7634
746221,2014,2,261
746221,2014,3,52
746221,2014,4,3
746221,2014,5,1
746221,2014,6,1
746221,2014,23,1
746221,2016,1,7634
746221,2016,2,261
746221,2016,3,52
746221,2016,4,3
746221,2016,5,1
746221,2016,6,1
746221,2016,23,1
746244,2010,1,15089
746244,2010,2,1001
746244,2010,3,144
746244,2010,4,10
746244,2010,5,12
746244,2010,6,5
746244,2010,7,3
746244,2010,8,1
746244,2010,9,1
746244,2010,11,3
746244,2010,14,1
746244,2010,19,1
746244,2017,1,15089
746244,2017,2,1001
746244,2017,3,144
746244,2017,4,10
746244,2017,5,12
746244,2017,6,5
746244,2017,7,3
746244,2017,8,1
746244,2017,9,1
746244,2017,11,3
746244,2017,14,1
746244,2017,19,1
746244,2019,1,15089
746244,2019,2,1001
746244,2019,3,144
746244,2019,4,10
746244,2019,5,12
746244,2019,6,5
746244,2019,7,3
746244,2019,8,1
746244,2019,9,1
746244,2019,11,3
746244,2019,14,1
746244,2019,19,1
746318,2012,1,645
746318,2012,2,41
746318,2012,3,4
746318,2013,1,1217
746318,2013,2,75
746318,2013,3,6
746318,2013,4,1
746318,2013,5,3
746318,2014,1,1297
746318,2014,2,79
746318,2014,3,9
746318,2014,4,2
746318,2014,5,3
746318,2015,1,1297
746318,2015,2,79
746318,2015,3,9
746318,2015,4,2
746318,2015,5,3
746318,2016,1,1297
746318,2016,2,79
746318,2016,3,9
746318,2016,4,2
746318,2016,5,3
746318,2019,1,1299
746318,2019,2,79
746318,2019,3,9
746318,2019,4,2
746318,2019,5,3
746323,2008,1,37
746323,2008,2,5
746323,2009,1,36
746323,2009,2,5
746323,2011,1,11
746323,2012,1,141
746323,2012,2,8
746323,2012,16,1
746323,2013,1,196
746323,2013,2,8
746323,2013,16,1
746323,2014,1,196
746323,2014,2,8
746323,2014,16,1
746323,2017,1,274
746323,2017,2,15
746323,2017,16,1
746323,2018,1,274
746323,2018,2,15
746323,2018,16,1
746323,2019,1,276
746323,2019,2,15
746323,2019,16,1
746323,2020,1,276
746323,2020,2,15
746323,2020,16,1
746347,2012,1,703
746347,2012,2,62
746347,2012,3,6
746347,2013,1,1096
746347,2013,2,109
746347,2013,3,9
746347,2013,4,1
746347,2014,1,1138
746347,2014,2,121
746347,2014,3,13
746347,2014,4,1
746347,2015,1,1235
746347,2015,2,128
746347,2015,3,14
746347,2015,4,2
746347,2016,1,1234
746347,2016,2,127
746347,2016,3,15
746347,2016,4,2
746361,2010,1,241
746361,2010,2,12
746361,2012,1,719
746361,2012,2,35
746361,2012,3,1
746533,2008,1,2627
746533,2008,2,217
746533,2008,3,21
746533,2008,4,1
746533,2009,1,4550
746533,2009,2,284
746533,2009,3,21
746533,2009,4,1
746533,2010,1,5598
746533,2010,2,290
746533,2010,3,21
746533,2010,4,1
746533,2011,1,5121
746533,2011,2,288
746533,2011,3,21
746533,2011,4,1
746575,2011,1,448
746575,2011,2,34
746575,2011,3,5
746575,2011,4,5
746575,2011,8,2
746575,2012,1,459
746575,2012,2,26
746575,2012,3,6
746575,2012,4,6
746575,2012,8,1
746575,2013,1,1261
746575,2013,2,67
746575,2013,3,11
746575,2013,4,4
746575,2013,8,1
746575,2014,1,1499
746575,2014,2,89
746575,2014,3,10
746575,2014,4,4
746575,2014,8,1
746575,2015,1,1499
746575,2015,2,89
746575,2015,3,10
746575,2015,4,4
746575,2015,8,1
746575,2017,1,1505
746575,2017,2,92
746575,2017,3,10
746575,2017,4,4
746575,2017,8,1
746575,2019,1,1828
746575,2019,2,100
746575,2019,3,11
746575,2019,4,7
746575,2019,8,2
746596,2004,1,3392
746596,2004,2,125
746596,2004,3,29
746596,2004,4,1
746596,2004,5,7
746596,2005,1,3422
746596,2005,2,124
746596,2005,3,30
746596,2005,4,2
746596,2005,5,7
746596,2006,1,3428
746596,2006,2,124
746596,2006,3,30
746596,2006,4,2
746596,2006,5,7
746596,2007,1,6089
746596,2007,2,219
746596,2007,3,40
746596,2007,4,7
746596,2007,5,11
746596,2008,1,6195
746596,2008,2,225
746596,2008,3,41
746596,2008,4,6
746596,2008,5,12
746596,2009,1,6203
746596,2009,2,225
746596,2009,3,41
746596,2009,4,6
746596,2009,5,12
746596,2010,1,4970
746596,2010,2,237
746596,2010,3,38
746596,2010,4,3
746596,2010,5,7
746596,2011,1,6203
746596,2011,2,225
746596,2011,3,41
746596,2011,4,6
746596,2011,5,12
746596,2012,1,6303
746596,2012,2,236
746596,2012,3,41
746596,2012,4,6
746596,2012,5,12
746596,2013,1,6301
746596,2013,2,237
746596,2013,3,41
746596,2013,4,6
746596,2013,5,12
746596,2015,1,6634
746596,2015,2,365
746596,2015,3,47
746596,2015,4,7
746596,2015,5,13
746596,2016,1,6336
746596,2016,2,237
746596,2016,3,41
746596,2016,4,6
746596,2016,5,12
746596,2017,1,6677
746596,2017,2,375
746596,2017,3,48
746596,2017,4,9
746596,2017,5,13
746596,2018,1,6677
746596,2018,2,374
746596,2018,3,48
746596,2018,4,9
746596,2018,5,13
746620,2010,1,4739
746620,2010,2,141
746620,2010,3,34
746620,2010,4,12
746620,2012,1,4739
746620,2012,2,141
746620,2012,3,34
746620,2012,4,12
746620,2013,1,4753
746620,2013,2,141
746620,2013,3,34
746620,2013,4,12
746620,2014,1,343
746620,2014,2,25
746620,2015,1,1206
746620,2015,2,73
746620,2015,3,2
746620,2015,4,1
746620,2016,1,5603
746620,2016,2,228
746620,2016,3,15
746620,2016,4,1
746620,2016,5,1
746620,2016,13,1
746620,2017,1,6334
746620,2017,2,249
746620,2017,3,18
746620,2017,4,1
746620,2017,5,1
746620,2017,13,1
746620,2018,1,79786
746620,2018,2,2109
746620,2018,3,187
746620,2018,4,33
746620,2018,5,6
746620,2018,6,9
746620,2019,1,7095
746620,2019,2,312
746620,2019,3,56
746620,2019,4,3
746620,2019,5,6
746620,2019,6,1
746620,2020,1,10638
746620,2020,2,554
746620,2020,3,100
746620,2020,4,15
746620,2020,5,11
746620,2020,6,2
746620,2021,1,11987
746620,2021,2,604
746620,2021,3,102
746620,2021,4,23
746620,2021,5,13
746620,2021,6,3
746620,2021,7,2
746649,2008,1,1548
746649,2008,2,94
746649,2008,3,13
746649,2008,4,53
746649,2009,1,3918
746649,2009,2,283
746649,2009,3,76
746649,2009,4,109
746649,2010,1,3960
746649,2010,2,293
746649,2010,3,76
746649,2010,4,109
746649,2014,1,3957
746649,2014,2,293
746649,2014,3,76
746649,2014,4,109
746649,2020,1,3957
746649,2020,2,293
746649,2020,3,76
746649,2020,4,109
746660,2011,1,89
746660,2011,2,15
746660,2011,3,1
746660,2011,5,1
746660,2011,8,3
746660,2011,9,1
746660,2012,1,89
746660,2012,2,15
746660,2012,3,1
746660,2012,5,1
746660,2012,8,3
746660,2012,9,1
746660,2013,1,100
746660,2013,2,15
746660,2013,3,1
746660,2013,4,1
746660,2013,5,1
746660,2013,8,3
746660,2013,9,1
746735,2012,1,2912
746735,2012,2,169
746735,2012,3,78
746735,2012,4,7
746735,2012,10,1
746735,2013,1,3034
746735,2013,2,159
746735,2013,3,90
746735,2013,4,8
746735,2013,10,1
746735,2014,1,3370
746735,2014,2,219
746735,2014,3,94
746735,2014,4,9
746735,2014,5,1
746735,2014,10,1
746735,2015,1,4783
746735,2015,2,272
746735,2015,3,74
746735,2015,4,9
746735,2015,5,1
746735,2015,7,1
746735,2016,1,4852
746735,2016,2,274
746735,2016,3,81
746735,2016,4,9
746735,2016,5,1
746735,2016,7,1
746735,2017,1,8086
746735,2017,2,447
746735,2017,3,94
746735,2017,4,11
746735,2017,5,6
746735,2017,7,2
746735,2018,1,8000
746735,2018,2,434
746735,2018,3,92
746735,2018,4,12
746735,2018,5,6
746735,2018,7,2
746735,2019,1,8771
746735,2019,2,471
746735,2019,3,102
746735,2019,4,14
746735,2019,5,7
746735,2019,7,2
746735,2020,1,9200
746735,2020,2,492
746735,2020,3,113
746735,2020,4,14
746735,2020,5,7
746735,2020,7,2
746735,2021,1,9288
746735,2021,2,495
746735,2021,3,116
746735,2021,4,14
746735,2021,5,7
746735,2021,7,2
746787,2007,1,2779
746787,2007,2,256
746787,2007,3,26
746787,2008,1,12783
746787,2008,2,1091
746787,2008,3,50
746787,2009,1,33375
746787,2009,2,3284
746787,2009,3,104
746787,2010,1,42250
746787,2010,2,4196
746787,2010,3,131
746787,2010,4,2
746787,2011,1,48322
746787,2011,2,4868
746787,2011,3,153
746787,2011,4,6
746787,2012,1,3052
746787,2012,2,337
746787,2012,3,11
746787,2012,4,2
746787,2013,1,3361
746787,2013,2,381
746787,2013,3,11
746787,2013,4,2
746787,2014,1,3399
746787,2014,2,389
746787,2014,3,11
746787,2014,4,2
746787,2015,1,3399
746787,2015,2,389
746787,2015,3,11
746787,2015,4,2
746787,2016,1,3325
746787,2016,2,387
746787,2016,3,12
746787,2016,4,2
746787,2018,1,3322
746787,2018,2,387
746787,2018,3,12
746787,2018,4,2
746787,2019,1,3417
746787,2019,2,410
746787,2019,3,13
746787,2019,4,2
746787,2020,1,3755
746787,2020,2,465
746787,2020,3,33
746787,2020,4,4
746787,2020,5,2
746787,2020,6,1
746787,2021,1,3750
746787,2021,2,466
746787,2021,3,33
746787,2021,4,4
746787,2021,5,2
746787,2021,6,1
746796,2008,1,1967
746796,2008,2,49
746796,2008,3,15
746796,2009,1,2951
746796,2009,2,113
746796,2009,3,23
746796,2010,1,3606
746796,2010,2,145
746796,2010,3,31
746796,2011,1,3694
746796,2011,2,155
746796,2011,3,31
746796,2012,1,4296
746796,2012,2,195
746796,2012,3,51
746796,2013,1,6456
746796,2013,2,286
746796,2013,3,84
746796,2013,4,1
746796,2014,1,8955
746796,2014,2,503
746796,2014,3,137
746796,2014,4,18
746796,2014,5,4
746796,2014,6,1
746796,2014,7,3
746796,2015,1,23797
746796,2015,2,837
746796,2015,3,173
746796,2015,4,26
746796,2015,5,5
746796,2015,6,4
746796,2015,7,5
746796,2015,9,1
746796,2016,1,31667
746796,2016,2,1150
746796,2016,3,217
746796,2016,4,41
746796,2016,5,17
746796,2016,6,7
746796,2016,7,6
746796,2016,8,1
746796,2016,9,2
746796,2016,10,1
746796,2016,13,1
746796,2017,1,33270
746796,2017,2,1210
746796,2017,3,223
746796,2017,4,43
746796,2017,5,18
746796,2017,6,7
746796,2017,7,6
746796,2017,8,1
746796,2017,9,2
746796,2017,10,1
746796,2017,13,1
746796,2018,1,37003
746796,2018,2,1308
746796,2018,3,239
746796,2018,4,59
746796,2018,5,24
746796,2018,6,9
746796,2018,7,4
746796,2018,8,1
746796,2018,9,5
746796,2018,10,1
746796,2018,11,1
746796,2018,14,1
746796,2019,1,39482
746796,2019,2,1370
746796,2019,3,247
746796,2019,4,66
746796,2019,5,28
746796,2019,6,11
746796,2019,7,4
746796,2019,8,2
746796,2019,9,4
746796,2019,10,2
746796,2019,12,1
746796,2019,14,1
746796,2020,1,43848
746796,2020,2,1465
746796,2020,3,240
746796,2020,4,74
746796,2020,5,30
746796,2020,6,11
746796,2020,7,3
746796,2020,8,3
746796,2020,9,3
746796,2020,10,1
746796,2020,14,1
746796,2021,1,44233
746796,2021,2,1474
746796,2021,3,240
746796,2021,4,72
746796,2021,5,30
746796,2021,6,11
746796,2021,7,3
746796,2021,8,3
746796,2021,9,3
746796,2021,10,1
746796,2021,14,1
746853,2010,1,3198
746853,2010,2,57
746853,2010,3,3
746853,2010,4,1
746937,2009,1,4386
746937,2009,2,303
746937,2009,3,90
746937,2009,4,21
746937,2009,5,4
746937,2009,6,1
746937,2009,9,1
746937,2010,1,4788
746937,2010,2,407
746937,2010,3,102
746937,2010,4,27
746937,2010,5,4
746937,2010,6,1
746937,2010,9,1
746937,2011,1,4795
746937,2011,2,407
746937,2011,3,101
746937,2011,4,27
746937,2011,5,4
746937,2011,6,1
746937,2011,9,1
746937,2012,1,4800
746937,2012,2,407
746937,2012,3,101
746937,2012,4,27
746937,2012,5,4
746937,2012,6,1
746937,2012,9,1
746941,2009,1,748
746941,2009,2,63
746941,2009,3,7
746941,2009,4,1
746944,2009,1,116
746944,2009,2,15
746944,2009,3,3
746944,2010,1,572
746944,2010,2,56
746944,2010,3,7
746944,2011,1,599
746944,2011,2,59
746944,2011,3,7
746944,2012,1,683
746944,2012,2,66
746944,2012,3,9
746944,2013,1,865
746944,2013,2,73
746944,2013,3,14
746944,2014,1,865
746944,2014,2,73
746944,2014,3,16
746944,2015,1,870
746944,2015,2,73
746944,2015,3,16
746944,2017,1,886
746944,2017,2,65
746944,2017,3,3
746944,2018,1,926
746944,2018,2,69
746944,2018,3,3
746958,2011,1,21404
746958,2011,2,983
746958,2011,3,131
746958,2011,4,18
746958,2011,5,7
746958,2011,6,4
746958,2011,7,3
746958,2011,8,3
746958,2011,9,1
746958,2011,10,1
746958,2011,11,1
746958,2011,13,2
746958,2011,14,1
746958,2011,24,1
746958,2012,1,17164
746958,2012,2,643
746958,2012,3,129
746958,2012,4,9
746958,2012,5,2
746958,2012,6,17
746958,2012,7,4
746958,2012,8,1
746958,2013,1,19270
746958,2013,2,735
746958,2013,3,103
746958,2013,4,9
746958,2013,5,2
746958,2013,6,3
746958,2013,8,1
746958,2014,1,24760
746958,2014,2,882
746958,2014,3,166
746958,2014,4,17
746958,2014,5,3
746958,2014,6,5
746958,2014,8,3
746958,2014,11,1
746958,2014,18,1
746958,2015,1,25059
746958,2015,2,888
746958,2015,3,165
746958,2015,4,17
746958,2015,5,3
746958,2015,6,5
746958,2015,8,3
746958,2015,11,1
746958,2015,18,1
746958,2016,1,26532
746958,2016,2,1171
746958,2016,3,194
746958,2016,4,29
746958,2016,5,3
746958,2016,6,5
746958,2016,8,3
746958,2016,11,1
746958,2016,18,1
746958,2017,1,35899
746958,2017,2,2976
746958,2017,3,274
746958,2017,4,97
746958,2017,5,4
746958,2017,6,5
746958,2017,8,4
746958,2017,11,1
746958,2017,18,1
746958,2018,1,30626
746958,2018,2,2539
746958,2018,3,195
746958,2018,4,94
746958,2018,5,4
746958,2018,6,5
746958,2018,8,4
746958,2018,11,1
746958,2018,18,1
746985,2012,1,5893
746985,2012,2,163
746985,2012,3,17
746985,2012,4,1
746985,2012,11,1
746985,2013,1,27223
746985,2013,2,1457
746985,2013,3,1329
746985,2013,4,453
746985,2013,5,20
746985,2013,6,3
746985,2013,7,2
746985,2013,9,1
746985,2013,11,1
746985,2014,1,28490
746985,2014,2,1510
746985,2014,3,1356
746985,2014,4,481
746985,2014,5,20
746985,2014,6,3
746985,2014,7,2
746985,2014,9,1
746985,2014,11,1
746985,2015,1,30530
746985,2015,2,1583
746985,2015,3,1392
746985,2015,4,500
746985,2015,5,20
746985,2015,6,3
746985,2015,7,2
746985,2015,9,1
746985,2015,11,1
746985,2016,1,31258
746985,2016,2,1615
746985,2016,3,1415
746985,2016,4,505
746985,2016,5,20
746985,2016,6,3
746985,2016,7,2
746985,2016,9,1
746985,2016,11,1
746985,2017,1,31308
746985,2017,2,1616
746985,2017,3,1415
746985,2017,4,507
746985,2017,5,20
746985,2017,6,3
746985,2017,7,2
746985,2017,9,1
746985,2017,11,1
746985,2018,1,31366
746985,2018,2,1618
746985,2018,3,1417
746985,2018,4,509
746985,2018,5,20
746985,2018,6,3
746985,2018,7,2
746985,2018,9,1
746985,2018,11,1
746985,2019,1,31398
746985,2019,2,1619
746985,2019,3,1417
746985,2019,4,509
746985,2019,5,20
746985,2019,6,3
746985,2019,7,2
746985,2019,9,1
746985,2019,11,1
746985,2020,1,31398
746985,2020,2,1619
746985,2020,3,1417
746985,2020,4,509
746985,2020,5,20
746985,2020,6,3
746985,2020,7,2
746985,2020,9,1
746985,2020,11,1
746999,2012,1,260
746999,2012,2,15
746999,2012,3,9
746999,2013,1,379
746999,2013,2,22
746999,2013,3,10
747016,2009,1,398
747016,2009,2,12
747016,2010,1,10737
747016,2010,2,273
747016,2010,3,22
747016,2010,4,4
747016,2010,6,1
747016,2011,1,407
747016,2011,2,13
747016,2012,1,11723
747016,2012,2,289
747016,2012,3,23
747016,2012,4,4
747016,2012,6,1
747016,2014,1,17979
747016,2014,2,341
747016,2014,3,33
747016,2014,4,2
747016,2014,6,1
747016,2015,1,17988
747016,2015,2,341
747016,2015,3,33
747016,2015,4,2
747016,2015,6,1
747016,2019,1,17988
747016,2019,2,341
747016,2019,3,33
747016,2019,4,2
747016,2019,6,1
747016,2020,1,17988
747016,2020,2,341
747016,2020,3,33
747016,2020,4,2
747016,2020,6,1
747016,2021,1,17988
747016,2021,2,341
747016,2021,3,33
747016,2021,4,2
747016,2021,6,1
747169,2011,1,46
747169,2012,1,52
747169,2013,1,344
747169,2013,2,13
747169,2014,1,387
747169,2014,2,15
747169,2015,1,985
747169,2015,2,14
747169,2016,1,1010
747169,2016,2,20
747169,2016,3,1
747169,2016,5,1
747169,2017,1,1010
747169,2017,2,20
747169,2017,3,1
747169,2017,5,1
747169,2018,1,1010
747169,2018,2,23
747169,2018,3,1
747169,2018,5,1
747169,2019,1,1023
747169,2019,2,24
747169,2019,3,1
747169,2019,5,1
747169,2020,1,1023
747169,2020,2,24
747169,2020,3,1
747169,2020,5,1
747169,2021,1,1023
747169,2021,2,24
747169,2021,3,1
747169,2021,5,1
747183,2011,1,10375
747183,2012,1,10454
747183,2013,1,10454
747261,2012,1,235
747261,2012,2,3
747261,2015,1,241
747261,2015,2,4
747261,2020,1,279
747261,2020,2,7
747317,2012,1,46
747317,2013,1,50
747317,2014,1,50
747317,2015,1,50
747317,2016,1,50
